fecha;dolar_precio;total_dolar;total_local;material_1;cantidad_1;costo_dolar_1;costo_local_1;comprado_en_dolares_1;proveedor_1
2018-03-26;235417.33;0;0;FRANELA;3;4.33273115449913;0;1;10
2018-03-26;235417.33;0;0;FRANELA NIÑO;4;3.12211509662438;0;1;10
2018-03-29;235998.21;0;0;FRANELILLA;1;4.23732027459022;0;1;10
2018-03-30;235998.21;0;0;FRANELA NIÑO;11;2.54239216475413;0;1;10
2018-04-04;251311.51;0;0;FRANELA;1;3.97912534925281;0;1;10
2018-04-04;251311.51;0;0;FRANELA;1;3.97912534925281;0;1;10
2018-04-04;251311.51;0;0;FRANELA;1;4.77495041910337;0;1;10
2018-04-04;251311.51;0;0;FRANELA;1;5.17286295402865;0;1;10
2018-04-04;251311.51;0;0;FRANELA NIÑO;2;3.58121281432753;0;1;10
2018-04-04;251311.51;0;0;FRANELA NIÑO;2;3.38225654686488;0;1;10
2018-04-04;251311.51;0;0;FRANELA;3;4.3770378841781;0;1;10
2018-04-05;265447.98;0;0;FRANELA;4;3.86139687331582;0;1;10
2018-04-06;305215.85;0;0;FRANELA;1;4.2592807680204;0;1;10
2018-04-10;371829.45;0;0;FRANELA NIÑO;2;2.15152403877638;0;1;10
2018-04-17;551230.09;0;0;FRANELA;1;3.08401161482313;0;1;10
2018-04-17;551230.09;0;0;FRANELA;1;3.2654240627539;0;1;10
2018-04-28;623765.77;0;0;FRANELA;3;4.00791470169963;0;1;10
2018-04-29;623765.77;0;0;FRANELA;1;5.45076399431152;0;1;10
2018-04-30;621498.49;0;0;FRANELA;5;5.63155028743514;0;1;10
2018-04-30;621498.49;0;0;FRANELA NIÑO;1;4.18343735638038;0;1;10
2018-04-30;621498.49;0;0;FRANELILLA;1;1.93081724140633;0;1;10
2018-04-30;621498.49;0;0;FRANELA NIÑO;1;3.7007330460288;0;1;10
2018-04-30;621498.49;0;0;FRANELA;6;4.02253591959652;0;1;10
2018-05-01;621498.49;0;0;FRANELA;5;5.63155028743514;0;1;10
2018-05-01;621498.49;0;0;FRANELA NIÑO;1;4.18343735638038;0;1;10
2018-05-05;643571.09;0;0;FRANELA;1;6.05993659534955;0;1;10
2018-05-05;643571.09;0;0;FRANELA;1;6.05993659534955;0;1;10
2018-05-05;643571.09;0;0;FRANELA NIÑO;1;4.35072370948173;0;1;10
2018-05-06;643571.09;0;0;FRANELA;4;5.9045536057252;0;1;10
2018-05-06;643571.09;0;0;FRANELA;2;5.43840463685215;0;1;10
2018-05-07;636771.03;0;0;FRANELA;1;6.12465048857515;0;1;10
2018-05-07;636771.03;0;0;FRANELA;4;5.49648120769565;0;1;10
2018-05-07;636771.03;0;0;FRANELA;3;5.49648120769563;0;1;10
2018-05-07;636771.03;0;0;FRANELA;1;6.28169280879502;0;1;10
2018-05-07;636771.03;0;0;FRANELA;3;5.49648120769563;0;1;10
2018-05-08;661824.52;0;0;FRANELA;2;5.74170325390785;0;1;10
2018-05-08;661824.52;0;0;FRANELA NIÑO;1;3.92853380530537;0;1;10
2018-05-08;661824.52;0;0;FRANELA NIÑO;1;4.5329236215062;0;1;10
2018-05-08;661824.52;0;0;FRANELA;1;5.28841089175723;0;1;10
2018-05-14;710845.12;0;0;FRANELA;2;6.0491376799492;0;1;10
2018-05-14;710845.12;0;0;FRANELA;1;4.92371671623771;0;1;10
2018-05-14;710845.12;0;0;FRANELA;1;5.34574957762951;0;1;10
2018-05-21;761545.1;0;0;FRANELA NIÑO;1;3.67673562603187;0;1;10
2018-05-21;761545.1;0;0;FRANELA;1;5.25247946575981;0;1;10
2018-05-21;761545.1;0;0;FRANELA;1;7.22215926541974;0;1;10
2018-05-21;761545.1;0;0;FRANELA;2;6.56559933219975;0;1;10
2018-05-21;761545.1;0;0;FRANELA;1;5.90903939897979;0;1;10
2018-05-21;761545.1;0;0;FRANELA;1;5.90903939897979;0;1;10
2018-05-24;879347.22;0;0;FRANELA NIÑO;2;3.41162163451202;0;1;10
2018-05-24;879347.22;0;0;FRANELA;6;5.30696699080938;0;1;10
2018-05-24;879347.22;0;0;FRANELA;2;4.32138740371523;0;1;10
2018-05-25;931821.56;0;0;FRANELA;1;6.43900104650938;0;1;10
2018-05-25;931821.56;0;0;FRANELILLA;1;4.29266736433958;0;1;10
2018-05-28;990754.12;0;0;FRANELA;2;6.3587926336355;0;1;10
2018-05-28;990754.12;0;0;FRANELA;1;6.5606590664493;0;1;10
2018-05-30;1143564.25;0;0;FRANELA;1;6.03376679535059;0;1;10
2018-05-30;1143564.25;0;0;FRANELA;1;6.29610448210496;0;1;10
2018-05-30;1143564.25;0;0;TAZA;1;3.9350653013156;0;1;10
2018-07-01;3405751.03;0;0;FRANELA;3;3.71919934499733;0;1;10
2018-07-02;3410625.2;0;0;FRANELA;1;5.27762475923769;0;1;10
2018-07-03;3408522.61;0;0;FRANELA NIÑO;1;2.05367568326032;0;1;10
2018-07-04;3500265.82;0;0;FRANELA;5;4.28538881655566;0;1;10
2018-07-05;3500265.82;0;0;FRANELILLA;2;3.42831105324452;0;1;10
2018-07-05;3500265.82;0;0;FRANELA;1;3.99969622878528;0;1;10
2018-07-08;3498521.75;0;0;FRANELA;1;4.57336016276017;0;1;10
2018-07-09;3495210.45;0;0;FRANELA;2;2.28884644127795;0;1;10
2018-07-09;3495210.45;0;0;FRANELA;1;4.5776928825559;0;1;10
2018-07-12;3411685.2;0;0;FRANELA;2;4.39665418134124;0;1;10
2018-07-12;3411685.2;0;0;FRANELA;1;4.9828747388534;0;1;10
2018-07-19;3722105;0;0;TAZA;1;2.95531695102637;0;1;10
2018-07-20;3619833.2;0;0;FRANELA NIÑO;3;1.93379076140856;0;1;10
2018-07-21;3619833.2;0;0;FRANELA;4;4.8344769035214;0;1;10
2018-07-22;3619833.2;0;0;TAZA;1;3.03881405364203;0;1;10
2018-07-24;3525573.02;0;0;TAZA;1;3.12006018244376;0;1;10
2018-07-30;3527230.71;0;0;FRANELA;1;5.38666210467418;0;1;10
2018-07-30;3527230.71;0;0;FRANELILLA;2;5.1031535728492;0;1;10
2018-08-13;4205184.2;0;0;FRANELA NIÑO;3;4.12189633294383;0;1;10
2018-08-13;4205184.2;0;0;TAZA;1;3.09142224970787;0;1;10
2018-08-14;4315688.91;0;0;FRANELA;3;4.78872946999943;0;1;10
2018-08-14;4315688.91;0;0;FRANELA NIÑO;12;2.54883987919324;0;1;10
2018-08-14;4315688.91;0;0;FRANELA;3;4.4025416095156;0;1;10
2018-08-15;4725940.1;0;0;FRANELA;2;4.76095750769249;0;1;10
2018-08-15;4725940.1;0;0;FRANELA;2;4.86675656341899;0;1;10
2018-08-15;4725940.1;0;0;TAZA;1;2.750775448889;0;1;10
2018-09-05;90.23;0;0;FRANELA;1;6.64967305774133;0;1;10
2018-09-05;90.23;0;0;FRANELA;1;6.09553363626288;0;1;10
2018-09-10;91.64;0;0;FRANELA;15;5.27422522915757;0;1;10
2018-09-11;92.37;0;0;FRANELA;8;7.57821803615893;0;1;10
2018-09-15;92.89;0;0;FRANELA;1;7.53579502637528;0;1;10
2018-09-18;92.33;0;0;TAZA;4;4.87382215964475;0;1;10
2018-09-17;92.11;0;0;FRANELA NIÑO;15;7.24134187384647;0;1;10
2018-09-17;92.11;0;0;FRANELA;19;8.00130279014221;0;1;10
2018-09-18;92.33;0;0;CARTUCHERA;1;3.79075056861259;0;1;10
2018-09-20;92.66;0;0;FRANELA;2;8.36391107273905;0;1;10
2018-09-21;93.08;0;0;FRANELA;1;8.59475719810915;0;1;10
2018-09-22;93.08;0;0;FRANELA;1;8.59475719810915;0;1;10
2018-09-22;93.08;0;0;CARTUCHERA;1;4.29737859905458;0;1;10
2018-09-22;93.08;0;0;FRANELA NIÑO;5;7.06918779544478;0;1;10
2018-09-22;93.08;0;0;BRAZALETE;1;2.57842715943275;0;1;10
2018-09-22;93.08;0;0;FRANELA NIÑO;1;4.72711645896003;0;1;10
2018-09-22;93.08;0;0;FRANELA;1;5.37172324881822;0;1;10
2018-09-22;93.08;0;0;TRIO;1;2.90073055436184;0;1;10
2018-09-25;96.3;0;0;FRANELA;1;7.78816199376947;0;1;10
2018-09-25;96.3;0;0;FRANELA;1;8.3073727933541;0;1;10
2018-09-25;96.3;0;0;FRANELA;1;4.67289719626168;0;1;10
2018-09-26;97.08;0;0;FRANELA;4;7.725587144623;0;1;10
2018-10-01;98.56;0;0;FRANELA NIÑO;12;3.25689935064935;0;1;10
2018-10-02;99.12;0;0;FRANELA;2;7.06214689265535;0;1;10
2018-10-02;99.12;0;0;FRANELA NIÑO;2;3.53107344632769;0;1;10
2018-10-03;101.34;0;0;FRANELA;1;4.93388592855733;0;1;10
2018-10-03;101.34;0;0;FRANELA;1;7.400828892836;0;1;10
2018-10-03;101.34;0;0;FRANELA NIÑO;1;3.94710874284587;0;1;10
2018-10-03;101.34;0;0;FRANELA;2;6.6607460035524;0;1;10
2018-10-07;102.97;0;0;GORRA;1;6.79809653297077;0;1;10
2018-10-16;136.05;0;0;FRANELA;1;5.88019110621095;0;1;10
2018-10-17;147.83;0;0;FRANELA;1;5.74984779814652;0;1;10
2018-10-20;167.36;0;0;FRANELA;1;3.28632887189292;0;1;10
2018-10-22;171.34;0;0;FRANELA;1;2.33453951208124;0;1;10
2018-10-22;171.34;0;0;FRANELA;1;4.08544414614217;0;1;10
2018-10-22;171.34;0;0;FRANELA;1;6.41998365822342;0;1;10
2018-10-22;171.34;0;0;FRANELA;1;5.83634878020311;0;1;10
2018-10-22;171.34;0;0;FRANELA;1;5.25271390218279;0;1;10
2018-10-22;171.34;0;0;FRANELA;2;2.91817439010156;0;1;10
2018-10-22;171.34;0;0;FRANELA;6;1.75090463406093;0;1;10
2018-10-24;191.07;0;0;FRANELA;2;5.2336839901607;0;1;10
2018-10-24;191.07;0;0;FRANELA;1;5.23368399016067;0;1;10
2018-10-27;212.31;0;0;FRANELA;2;2.82605623851915;0;1;10
2018-10-27;212.31;0;0;FRANELA;1;6.59413122321134;0;1;10
2018-10-27;212.31;0;0;FRANELA NIÑO;5;2.11954217888936;0;1;10
2018-10-27;212.31;0;0;FRANELA;1;2.59055155197588;0;1;10
2018-10-28;212.31;0;0;FRANELA;3;2.59055155197588;0;1;10
2018-10-29;230.05;0;0;FRANELA;1;5.21625733536188;0;1;10
2018-10-30;240.28;0;0;FRANELA;1;5.41035458631596;0;1;10
2018-10-30;240.28;0;0;FRANELA;1;2.70517729315798;0;1;10
2018-10-30;240.28;0;0;FRANELA;1;2.91326785417013;0;1;10
2018-11-01;235.68;0;0;FRANELA;1;6.36456211812627;0;1;10
2018-11-01;235.68;0;0;FRANELA;1;2.97012898845893;0;1;10
